Name ,Phone Number,Aadhaar card no,Age,DOB,Gender,Rural_Urban,Number of members in familty,Employment Status,Annual Income,Education,Region,Religion,Mother Tongue,Marital Status,Field of employment,Disease,Vaccination status,Infection,Digital connectivity
Lakwan,7120161964,5.62257E+11,67,03-01-1955,1,1,7,0,3,0,Thane,Sikh,Punjabi,0,Unemployed,other,1,0,1
Ermenrich,9612131234,5.25395E+11,75,01-01-1947,1,1,7,1,1,1,Kolhapur,Jain,Kannada,0,Communication,Artheritis,0,0,1
Clotene,8031312480,5.99724E+11,19,25-12-2002,0,1,6,1,2,1,Chandrapur,Buddhism,Hindi,1,Education,Artheritis,2,0,1
Taneasha,7936127732,4.81212E+11,46,02-04-1976,0,1,1,1,1,1,Chandrapur,Hindu,Marathi,1,Education,none,1,1,0
Jahmal,7977458838,4.48701E+11,49,10-07-1972,1,1,2,1,3,0,Pune,Hindu,Marathi,1,Finance,none,0,0,0
Annete,9234658469,7.71686E+11,72,10-07-1949,0,1,6,0,1,0,Hingoli,Hindu,Bengali,0,Unemployed,none,2,0,0
Kadashia,8456188122,8.49505E+11,81,10-09-1940,0,1,3,0,2,0,Mumbai City,Hindu,Marathi,0,Unemployed,Cancer,0,1,1
Mian,9625276722,9.39461E+11,43,20-08-1978,1,1,4,1,3,1,Aurangabad,Sikh,Marathi,0,Finance,Asthma,0,1,0
Jelesia,7325006555,9.81522E+11,56,13-05-1965,0,1,0,0,2,0,Solapur,Others,English,0,Unemployed,none,2,1,0
Jaronda,9458235950,1.60989E+11,67,03-06-1954,0,1,2,1,3,1,Latur,Hindu,Bengali,1,Social Service,none,1,0,1
Roseline,7034982750,2.42208E+11,71,08-06-1950,0,1,2,0,3,1,Yavatmal,Hindu,Marathi,0,Unemployed,other,1,0,0
Dewann,8318851767,4.04755E+11,47,17-03-1975,1,1,6,1,2,0,Ratnagiri,Christian,Hindi,1,IT,none,0,0,0
Yashi,8966963605,8.57993E+11,23,21-06-1998,0,1,0,1,1,1,Mumbai Suburban,Sikh,Hindi,0,Production,none,1,1,1
Noman,9781074484,1.79342E+11,53,25-03-1969,1,1,5,0,1,0,Bhandara,Hindu,Punjabi,1,Unemployed,Cancer,2,0,1
Brandina,7826261704,3.41842E+11,42,17-03-1980,0,1,1,0,2,0,Kolhapur,Hindu,Telugu,1,Unemployed,none,2,0,0
Leib,8553228314,4.58927E+11,51,06-05-1970,1,1,5,0,3,0,Gondia,Muslim,Marathi,0,Unemployed,none,0,0,0
Daijha,8040018531,5.15351E+11,66,31-05-1955,0,1,3,1,1,1,Gondia,Buddhism,Hindi,1,Business,none,2,1,0
Lucy-louise,8924185047,3.52463E+11,38,28-02-1984,0,1,7,1,3,1,Mumbai Suburban,Hindu,Malayalam,0,Finance,none,2,0,0
Khamchand,8648166216,3.18215E+11,81,08-01-1941,1,1,1,1,1,1,Amravati,Christian,Marathi,1,Social Service,Diabetes-2,2,0,0
Sarang,8554741331,9.34309E+11,46,26-11-1975,1,1,4,1,3,1,Akola,Hindu,Odia,1,IT,none,0,1,1
Roniece,8088567293,2.2717E+11,39,23-11-1982,0,1,3,1,1,1,Yavatmal,Hindu,Marathi,0,IT,none,0,1,0
Nakiea,8865973214,4.8864E+11,23,30-05-1998,0,1,5,1,1,1,Aurangabad,Hindu,Assamese,1,Production,none,0,0,0
Aalap,9750218497,7.27511E+11,36,27-06-1985,1,1,3,1,2,0,Sangli,Hindu,Marathi,0,Communication,Artheritis,0,1,0
Mallari,8528778338,2.63606E+11,49,29-06-1972,0,1,3,1,2,0,Aurangabad,Muslim,Kannada,1,Social Service,Artheritis,2,0,1
Cocoa,9755642476,9.51245E+11,71,19-05-1950,0,1,2,1,1,1,Latur,Hindu,Malayalam,0,Self Employed,none,0,1,1
Shalynne,9506411939,8.11767E+11,61,18-09-1960,0,1,6,1,1,1,Ahmednagar,Hindu,Kannada,1,Self Employed,none,1,1,1
Annushka,9508240171,2.6005E+11,78,20-06-1943,0,1,1,1,2,0,Mumbai Suburban,Hindu,Telugu,0,Education,none,2,0,1
Trudi,9805817259,4.04517E+11,77,09-03-1945,0,1,6,1,3,0,Wardha,Hindu,Hindi,1,IT,Diabetes-2,0,0,1
Nathion,7363254185,6.85416E+11,47,16-05-1974,1,1,4,1,3,0,Palghar,Hindu,English,0,Finance,none,0,1,0
Shalig,7374209856,1.341E+11,49,16-11-1972,1,1,7,0,2,0,Jalgaon,Buddhism,Hindi,0,Unemployed,Asthma,0,0,0
Trela,8127762532,8.79094E+11,38,02-02-1984,0,1,2,1,3,1,Osmanabad,Buddhism,Marathi,0,Self Employed,none,1,0,1
Christyanna,9086504813,7.00924E+11,41,18-06-1980,0,1,3,1,1,0,Akola,Hindu,Telugu,1,Education,none,2,1,1
Evran,7896845152,5.39952E+11,80,23-08-1941,1,1,6,0,2,1,Pune,Hindu,Sanskrit,1,Unemployed,none,2,1,1
Sauel,7160831579,6.51159E+11,42,27-05-1979,1,1,3,1,2,1,Hingoli,Buddhism,Bengali,1,Art,none,2,1,1
Wadee,9986907809,2.83658E+11,32,26-09-1989,1,1,0,1,3,0,Parbhani,Jain,Marathi,1,Finance,none,2,1,0
Cindy,8333531069,4.48825E+11,74,18-10-1947,0,1,6,1,3,0,Buldhana,Muslim,Sanskrit,1,IT,none,0,1,1
Adedimeji,9670094740,2.13996E+11,69,26-05-1952,1,1,2,1,1,1,Osmanabad,Christian,Sanskrit,0,Agriculture,none,0,1,0
Shogo,8941788084,1.7674E+11,56,07-05-1965,1,1,4,1,3,0,Nagpur,Jain,Marathi,1,IT,none,2,0,1
Anansa,9577830908,3.36498E+11,78,07-06-1943,0,1,2,0,1,1,Yavatmal,Jain,Marathi,1,Unemployed,none,2,1,1
Takumi,9446011700,2.13138E+11,38,27-08-1983,1,1,4,1,2,0,Aurangabad,Christian,Hindi,0,Education,none,0,1,1
Jashandeep,8654310442,8.73838E+11,64,11-01-1958,1,1,3,0,3,1,Akola,Hindu,Marathi,0,Unemployed,none,1,0,1
Guiliano,7537007463,4.47886E+11,28,03-05-1993,1,1,1,0,1,1,Palghar,Sikh,Gujarati,0,Unemployed,none,2,1,1
Lenorris,8790613750,8.90224E+11,79,15-04-1943,1,1,0,1,3,1,Buldhana,Others,Sanskrit,0,Education,none,0,0,0
Armazi,9524964443,1.46296E+11,80,27-05-1941,1,1,1,0,1,0,Mumbai City,Hindu,Gujarati,0,Unemployed,none,0,0,1
Wrynn,7891453188,3.81608E+11,57,07-01-1965,0,1,6,1,3,1,Raigad,Jain,Sanskrit,1,Self Employed,none,0,0,0
Joylene,7601126133,7.74411E+11,68,05-11-1953,0,1,5,1,1,1,Ratnagiri,Hindu,English,1,IT,none,2,0,0
Radcliffe,8687310034,4.40023E+11,60,01-02-1962,1,1,4,1,1,1,Sindhurdurg,Jain,Kannada,0,Production,none,2,0,0
Ruchama,7795755911,9.54566E+11,70,15-07-1951,0,1,0,1,3,0,Bhandara,Hindu,Hindi,1,Science and Technology,none,2,1,1
Deundre,7145116242,9.48949E+11,72,01-05-1950,1,1,4,1,1,0,Nanded,Sikh,Marathi,1,Science and Technology,none,1,0,0
Vikky,7986822522,5.9634E+11,47,27-08-1974,0,1,6,1,2,0,Nanded,Sikh,Marathi,0,IT,none,0,1,1
Kaleiya,7078055705,6.9161E+11,54,09-05-1967,0,1,0,1,2,0,Parbhani,Hindu,Tamil,0,Communication,other,2,1,0
Ruqqayah,8833613358,1.02635E+11,38,31-08-1983,0,1,4,1,3,0,Bhandara,Buddhism,Marathi,0,Social Service,none,0,1,1
Lowene,8109829128,7.55813E+11,61,28-11-1960,0,1,3,0,2,1,Aurangabad,Hindu,Gujarati,1,Unemployed,none,0,1,1
Nahia,8006367601,7.78025E+11,62,11-01-1960,0,1,7,1,3,1,Kolhapur,Muslim,Tamil,1,Finance,Cancer,2,1,0
Reiken,8544160466,3.8511E+11,78,03-12-1943,1,1,0,1,2,1,Bhandara,Hindu,Hindi,1,IT,none,1,1,1
Radhabai,9564520480,2.85654E+11,23,29-08-1998,0,1,2,1,1,1,Sindhurdurg,Hindu,Marathi,1,Business,none,2,0,0
Gilliam,9943931886,3.17374E+11,35,09-07-1986,1,1,1,1,3,0,Solapur,Others,Marathi,0,IT,none,2,0,1
Arione,7813026400,3.49736E+11,49,01-05-1973,0,1,3,1,2,0,Sindhurdurg,Others,Marathi,0,Science and Technology,none,2,1,0
Feona,7351697077,6.24424E+11,60,23-02-1962,0,1,5,0,3,1,Wardha,Muslim,Malayalam,1,Unemployed,none,1,0,0
Lillie-jane,9162192346,6.87459E+11,36,27-10-1985,0,1,5,0,1,1,Amravati,Sikh,Assamese,0,Unemployed,none,1,0,0
Domineque,8815477793,4.66525E+11,53,23-03-1969,0,1,1,1,2,0,Nanded,Hindu,Marathi,0,Science and Technology,none,0,1,1
Muntasir,8123480630,8.01847E+11,20,15-05-2001,1,1,1,1,2,0,Gondia,Hindu,English,1,Business,none,0,1,0
Trase,7445064694,6.14477E+11,39,15-08-1982,1,1,0,0,3,0,Raigad,Others,Gujarati,1,Unemployed,none,1,0,1
Adepeju,9033480656,4.02304E+11,74,04-01-1948,0,1,0,1,1,0,Ratnagiri,Hindu,Hindi,0,IT,none,0,1,1
Nathalie,7580528484,9.78562E+11,32,04-08-1989,0,1,4,1,2,0,Sindhurdurg,Buddhism,Hindi,1,Agriculture,none,1,0,0
Klasina,8982247549,5.6965E+11,19,16-11-2002,0,1,7,1,1,1,Kolhapur,Hindu,Marathi,0,Agriculture,none,2,0,1
Allyse,8809033177,1.12192E+11,22,07-07-1999,0,1,7,1,1,0,Mumbai Suburban,Hindu,Marathi,1,Social Service,none,2,0,1
Loviatar,7317330621,1.77613E+11,65,25-11-1956,0,1,1,1,2,0,Ratnagiri,Jain,English,1,Science and Technology,Artheritis,0,0,0
Darnae,9522447790,3.33412E+11,52,21-02-1970,0,1,3,1,3,0,Akola,Jain,Marathi,1,Education,none,0,0,0
Tammatha,9765651146,2.66945E+11,47,20-07-1974,0,1,0,1,3,0,Parbhani,Sikh,Tamil,0,IT,none,1,1,1
Valri,7590584288,5.86987E+11,44,29-10-1977,0,1,6,1,2,1,Nanded,Christian,Marathi,0,Science and Technology,none,2,0,0
Norrah,9575206169,8.82998E+11,36,07-02-1986,0,1,3,1,2,1,Palghar,Sikh,Kannada,1,Education,none,2,0,1
Neily,7107354443,5.7641E+11,35,10-07-1986,0,1,2,1,1,0,Wardha,Others,Marathi,1,Finance,none,2,1,1
Armando,8724329077,3.10494E+11,27,21-01-1995,1,1,7,0,1,0,Wardha,Buddhism,Hindi,0,Unemployed,none,2,1,1
Bronte-may,8278227275,6.48875E+11,25,07-03-1997,0,1,7,1,3,0,Satara,Christian,English,1,Self Employed,none,2,0,1
Genea,8403788417,4.95792E+11,76,03-03-1946,0,1,1,1,1,1,Aurangabad,Hindu,Marathi,1,Education,none,2,1,0
Cayvion,9473579272,3.40256E+11,52,13-10-1969,1,1,2,1,3,1,Hingoli,Christian,Hindi,1,Education,other,2,0,1
Kaiz,9463123214,9.86097E+11,59,15-07-1962,1,1,6,1,1,1,Bhandara,Others,Odia,1,Education,Artheritis,1,0,0
Kamorah,9673545027,7.19627E+11,63,31-12-1958,0,1,2,1,2,0,Thane,Hindu,Gujarati,0,IT,none,0,0,0
Ronalda,7205064464,4.16475E+11,66,28-10-1955,0,1,1,1,1,1,Ahmednagar,Sikh,Gujarati,1,IT,Artheritis,2,1,1
Omerah,8374719221,6.2785E+11,31,02-11-1990,1,1,6,1,3,0,Jalgaon,Jain,Marathi,1,Agriculture,Blood Pressure,0,0,0
Kazzandra,7352758394,5.2539E+11,46,15-07-1975,0,1,1,1,2,1,Ratnagiri,Hindu,Marathi,0,Agriculture,Artheritis,0,0,1
Jesse,9507372775,7.38253E+11,55,24-12-1966,1,1,4,1,1,1,Akola,Jain,Marathi,0,Agriculture,none,1,0,0
Middie,9672902848,2.66435E+11,63,01-03-1959,0,1,5,1,2,1,Parbhani,Others,Tamil,1,IT,none,2,0,1
Saphyre,8088126183,9.35137E+11,68,06-02-1954,0,1,5,1,2,1,Gadchiroli,Hindu,Hindi,0,IT,none,1,0,1
Tommie,8256361013,8.07077E+11,50,05-08-1971,3,1,4,0,2,1,Gadchiroli,Christian,Malayalam,0,Unemployed,none,2,0,1
Benas,9151471287,5.79801E+11,51,16-12-1970,1,1,4,1,2,1,Jain,Jain,Marathi,0,Education,none,1,0,1
Nataya,7078980563,4.63931E+11,78,24-03-1944,0,1,4,1,3,0,Satara,Hindu,Sanskrit,1,IT,Blood Pressure,0,0,0
Fabricia,9456339761,5.68808E+11,26,19-04-1996,0,1,7,1,2,1,Mumbai City,Christian,Marathi,0,Science and Technology,none,0,0,0
Karslyn,9655040020,7.92738E+11,29,22-09-1992,0,1,6,1,3,0,Raigad,Christian,Sanskrit,0,Education,none,2,0,1
Barkley,7146190099,3.93767E+11,53,04-04-1969,1,1,3,0,1,1,Amravati,Hindu,Hindi,0,Unemployed,none,0,0,1
Seachlann,7541417106,2.79211E+11,74,07-05-1948,1,1,4,1,1,0,Nanded,Muslim,Marathi,0,IT,none,0,0,1
Essiah,8473732566,5.41858E+11,23,20-07-1998,1,1,4,1,1,0,Buldhana,Muslim,Marathi,0,Business,none,0,0,1
Oshawn,8355240685,2.97069E+11,38,06-04-1984,1,1,4,0,1,0,Beed,Muslim,Tamil,1,Unemployed,Blood Pressure,0,0,0
Kwon,9565183992,3.73318E+11,60,19-01-1962,1,1,0,1,2,0,Solapur,Hindu,English,0,IT,none,0,0,1
Anjal,7592378367,9.37297E+11,27,23-09-1994,0,1,9,1,1,0,Buldhana,Hindu,Gujarati,0,Science and Technology,none,1,1,1
Emitte,8368931393,9.07591E+11,67,21-07-1954,1,1,5,1,3,0,Sindhurdurg,Sikh,English,0,Business,none,2,0,0
Eniola,9922803369,2.87667E+11,44,11-04-1978,3,1,6,1,1,0,Jain,Hindu,Marathi,1,IT,none,0,0,1
Zarielle,8884368309,8.13307E+11,29,20-03-1993,0,1,1,0,3,0,Sindhurdurg,Hindu,Assamese,1,Unemployed,none,0,1,0
Alazay,8526824198,3.26476E+11,76,22-02-1946,0,1,1,1,1,1,Bhandara,Others,Marathi,0,Self Employed,Asthma,0,0,0
Shubh,9933116903,7.69237E+11,20,30-08-2001,1,1,8,1,3,1,Gadchiroli,Hindu,Punjabi,1,IT,none,0,1,0
Tracianne,7083877954,1.30072E+11,70,06-06-1951,0,1,2,1,3,1,Washim,Jain,Marathi,1,Education,none,0,1,0
Gipsy,7568561517,6.04679E+11,24,02-10-1997,0,1,3,1,2,0,Ratnagiri,Muslim,Hindi,0,Finance,none,2,1,0
Zyden,8857924434,9.78959E+11,27,24-02-1995,1,1,1,1,1,1,Gadchiroli,Christian,Telugu,0,Self Employed,none,0,0,0
Ximenna,9968423474,3.17447E+11,36,19-11-1985,0,1,0,1,3,1,Kolhapur,Sikh,Hindi,0,Business,Asthma,0,0,0
Nouman,9457415710,4.72791E+11,52,07-03-1970,1,1,0,1,1,1,Gondia,Hindu,Assamese,1,Education,none,0,1,1
Dalane,8935533402,9.60711E+11,61,13-05-1960,0,1,6,1,2,1,Palghar,Jain,Marathi,0,Agriculture,none,1,0,1
Zaahir,8897167375,6.92798E+11,44,05-03-1978,1,1,2,1,3,0,Washim,Hindu,English,0,Agriculture,none,0,0,0
Whitaker,8551932595,4.5337E+11,20,01-04-2002,1,1,6,1,2,0,Bhandara,Hindu,Marathi,1,Communication,none,1,0,1
Khala,9246101811,4.57595E+11,72,21-10-1949,0,1,6,1,3,1,Solapur,Hindu,Malayalam,0,IT,none,0,1,0
Shaynie,8518476659,2.32354E+11,26,12-02-1996,0,1,8,1,3,1,Yavatmal,Christian,Kannada,0,Social Service,none,0,0,0
Kader,8420989217,9.34051E+11,32,13-08-1989,1,1,5,1,3,0,Aurangabad,Muslim,Marathi,1,Agriculture,none,0,0,0
Shakida,9736185169,3.50981E+11,46,05-02-1976,0,1,9,1,3,1,Pune,Others,Bengali,0,Art,none,2,1,1
Sonjie,9599150181,2.3798E+11,34,22-11-1987,0,1,3,0,1,0,Ahmednagar,Hindu,Punjabi,1,Unemployed,none,2,0,0
Jonikka,7079408249,9.46173E+11,75,14-05-1946,0,1,9,1,2,1,Nanded,Hindu,Hindi,1,IT,none,1,1,1
Panyia,9376440237,8.42325E+11,71,08-07-1950,0,1,6,1,3,1,Bhandara,Christian,Hindi,0,IT,none,0,0,1
Mustansir,9314826164,4.01062E+11,25,28-08-1996,1,1,6,1,2,1,Nanded,Hindu,Odia,0,IT,Cancer,2,0,1
Ziion,7072000070,9.60662E+11,29,05-10-1992,1,1,3,1,2,0,Yavatmal,Hindu,Marathi,0,Business,none,2,0,0
Keydi,9798495624,9.80447E+11,43,04-06-1978,0,1,0,1,2,1,Palghar,Hindu,Marathi,1,Social Service,none,1,0,0
Djibril,9063124793,1.90122E+11,58,21-09-1963,1,1,0,1,3,0,Jain,Hindu,Hindi,1,IT,none,2,0,1
Erencan,8676773831,7.39033E+11,62,03-05-1960,1,1,8,0,3,0,Raigad,Sikh,Marathi,1,Unemployed,none,2,0,0
Sheff,7037774917,1.72245E+11,53,17-09-1968,1,1,9,1,3,0,Jain,Hindu,Hindi,0,Self Employed,none,2,0,0
Isavel,9633139043,7.8635E+11,49,12-06-1972,0,1,5,1,2,1,Mumbai Suburban,Hindu,Gujarati,0,Production,none,2,0,0
Zamier,7561439540,7.61898E+11,71,05-09-1950,1,1,7,1,3,1,Pune,Christian,Marathi,1,Production,none,1,0,0
Amirali,9331866082,8.97214E+11,45,31-08-1976,1,1,7,1,3,0,Solapur,Muslim,Odia,1,IT,none,0,0,0
Adeline,8781804753,9.5046E+11,24,05-08-1997,0,1,7,0,2,1,Amravati,Jain,Hindi,1,Unemployed,none,2,1,1
Guthrie,7568639208,1.76102E+11,50,15-06-1971,1,1,8,1,1,1,Osmanabad,Others,Hindi,0,Education,none,0,0,1
Malakiah,9413075870,3.76878E+11,40,18-08-1981,1,1,4,1,1,1,Kolhapur,Jain,Hindi,1,Education,none,2,1,0
Nihaal,7427142354,7.05887E+11,76,08-12-1945,1,1,0,1,3,1,Dhule,Hindu,Marathi,1,IT,none,0,0,0
Teaonna,8140900019,4.53991E+11,80,31-12-1941,0,1,1,1,2,0,Sangli,Hindu,Gujarati,1,Social Service,none,1,1,1
Sylvestre,9261768179,5.59358E+11,49,17-03-1973,1,1,7,1,1,0,Sindhurdurg,Jain,Gujarati,1,Production,none,0,0,1
Joena,7932580170,3.27782E+11,20,02-09-2001,0,1,7,1,3,1,Chandrapur,Christian,Marathi,0,Business,none,1,0,1
Rocelin,8553854018,6.06617E+11,23,13-04-1999,0,1,4,1,3,0,Jain,Hindu,Hindi,0,Science and Technology,none,0,0,0
Besse,7321800581,6.47597E+11,57,12-02-1965,0,1,3,1,3,1,Ratnagiri,Others,Bengali,0,Education,none,0,0,0
Alynne,7701240355,5.50954E+11,48,10-05-1973,0,1,7,1,2,0,Palghar,Buddhism,Punjabi,0,Agriculture,none,1,0,1
Madox,9705187909,5.27028E+11,50,11-05-1971,1,1,4,1,1,1,Jain,Hindu,Marathi,1,Communication,none,1,0,1
Arlinda,9348893121,3.96333E+11,63,01-12-1958,0,1,2,1,1,0,Latur,Hindu,Hindi,0,Art,Asthma,1,0,1
Kaile,7186353082,9.71282E+11,22,17-04-2000,0,1,0,1,1,0,Sangli,Muslim,Marathi,1,Business,none,2,1,0
Antwane,7970534956,3.09803E+11,59,06-05-1963,1,0,0,1,3,0,Amravati,Hindu,Punjabi,0,Education,none,1,1,1
Sweyn,9900765035,1.47659E+11,75,18-05-1946,1,0,4,0,2,1,Wardha,Others,Marathi,1,Unemployed,none,1,1,0
Hadlyn,9154326075,2.61294E+11,25,21-11-1996,0,0,7,1,2,0,Gadchiroli,Hindu,Marathi,0,Science and Technology,Blood Pressure,0,1,0
Marigrace,7836628670,2.30788E+11,33,19-03-1989,0,0,5,0,2,0,Yavatmal,Muslim,Marathi,1,Unemployed,none,1,0,0
Yaila,7483590493,6.56757E+11,35,16-12-1986,0,0,2,1,1,0,Yavatmal,Hindu,Punjabi,1,Social Service,none,0,0,0
Juliocesar,9726513296,6.53682E+11,49,22-11-1972,1,0,1,1,1,1,Kolhapur,Buddhism,Marathi,1,Social Service,Asthma,1,1,1
Darriel,9698170217,4.48386E+11,55,30-11-1966,1,0,5,1,1,0,Solapur,Hindu,Hindi,0,Science and Technology,none,0,0,1
Fuli,9441164618,9.39446E+11,32,25-08-1989,0,0,2,1,2,1,Raigad,Muslim,Marathi,0,Education,none,2,0,0
Brittnye,7982355400,4.69814E+11,60,16-01-1962,0,0,6,1,1,1,Beed,Hindu,Hindi,1,Production,none,1,1,0
Mederic,9855354755,1.91235E+11,35,24-09-1986,1,0,3,1,1,1,Buldhana,Hindu,Gujarati,0,Social Service,none,0,0,0
Taddeus,7576986551,5.32822E+11,28,20-04-1994,1,0,0,1,1,0,Hingoli,Hindu,Bengali,1,Social Service,none,2,1,0
Akul,9309584749,7.0376E+11,47,06-09-1974,1,0,7,1,2,1,Osmanabad,Muslim,Gujarati,0,Science and Technology,none,2,0,0
Tamesa,8585981864,8.79079E+11,23,07-12-1998,0,0,4,0,2,1,Amravati,Jain,Tamil,1,Unemployed,none,0,0,0
Adylinn,7512803162,4.76724E+11,43,29-08-1978,0,0,6,1,1,1,Buldhana,Hindu,Marathi,0,Self Employed,none,1,1,1
Gretel,8949504065,1.43368E+11,69,25-02-1953,0,0,7,0,2,1,Satara,Hindu,Marathi,0,Unemployed,none,2,1,1
Valyre,8599468391,9.34472E+11,72,13-12-1949,0,0,5,1,2,1,Satara,Muslim,Punjabi,1,Self Employed,none,0,0,1
Shesheena,7695820739,3.61575E+11,51,11-03-1971,0,0,6,1,1,0,Solapur,Christian,Punjabi,0,Communication,none,1,1,0
Ruthelle,7095133880,6.3244E+11,42,14-03-1980,0,0,4,1,1,1,Mumbai City,Others,Marathi,1,Art,Cancer,0,0,1
Presila,7297821883,5.84224E+11,74,03-08-1947,0,0,1,1,1,0,Raigad,Hindu,Hindi,0,Self Employed,none,1,0,0
Doe,8809054675,4.249E+11,57,01-09-1964,0,0,2,1,2,0,Buldhana,Sikh,Gujarati,0,Education,none,1,1,0
Ulizes,9627692151,5.67367E+11,43,30-05-1978,1,0,4,1,2,1,Jain,Others,Gujarati,0,Social Service,Diabetes-2,0,0,1
Cydnee,7405158064,6.57866E+11,42,26-12-1979,0,0,1,1,2,0,Wardha,Hindu,Marathi,0,Finance,none,0,0,1
Welbert,7644278713,8.08273E+11,65,30-11-1956,1,0,6,1,1,0,Ahmednagar,Christian,Bengali,1,Agriculture,none,2,1,1
Joelouis,8439991643,9.83591E+11,34,01-06-1987,1,0,6,0,2,0,Sindhurdurg,Buddhism,Kannada,1,Unemployed,none,0,0,1
Smaya,7955665639,4.31248E+11,35,30-03-1987,0,0,4,1,1,0,Jalgaon,Sikh,Marathi,1,IT,none,0,0,1
Noahanthony,7348207800,2.85819E+11,22,25-08-1999,1,0,5,1,1,1,Amravati,Jain,Hindi,0,IT,none,1,0,0
Adryonna,7806395418,1.50916E+11,42,06-03-1980,0,0,4,1,1,1,Washim,Christian,English,0,Production,none,0,0,0
Rollande,9272803748,8.56257E+11,80,06-03-1942,0,0,3,1,1,1,Mumbai Suburban,Hindu,Marathi,1,Social Service,Artheritis,0,0,0
Orrey,7749576069,9.23359E+11,39,11-02-1983,1,0,7,1,2,0,Osmanabad,Others,Punjabi,1,IT,none,2,1,1
Tatom,9126693670,3.16479E+11,66,29-06-1955,0,0,0,1,1,1,Sangli,Hindu,Gujarati,1,Self Employed,none,0,0,0
Keyonna,9958409887,6.41867E+11,79,26-09-1942,0,0,6,0,2,1,Yavatmal,Hindu,Marathi,1,Unemployed,none,1,1,1
Earlin,7645503187,1.22516E+11,19,09-12-2002,1,0,4,0,2,0,Bhandara,Hindu,Bengali,0,Unemployed,none,0,0,0
Kordula,9246692945,7.19011E+11,55,11-07-1966,0,0,3,1,2,0,Solapur,Sikh,Marathi,1,IT,none,2,0,0
Cee-jay,7834083785,1.03818E+11,30,07-05-1991,3,0,0,1,1,1,Osmanabad,Hindu,Hindi,0,Self Employed,none,2,0,1
Samhith,7032681998,3.13764E+11,21,06-01-2001,1,0,0,1,1,0,Solapur,Jain,Tamil,0,Education,none,0,0,1
Dilvar,8262468344,3.36565E+11,29,11-06-1992,1,0,0,0,2,0,Mumbai City,Sikh,Marathi,0,Unemployed,none,0,0,1
Faridah,8644257053,8.80786E+11,75,16-07-1946,0,0,5,0,2,1,Hingoli,Buddhism,English,0,Unemployed,none,2,0,1
Kaitlee,7862184882,9.12759E+11,40,08-09-1981,0,0,6,1,1,0,Chandrapur,Hindu,Hindi,0,IT,other,1,0,0
Jaycii,7031708085,3.11417E+11,24,13-11-1997,0,0,2,1,1,0,Amravati,Hindu,Marathi,1,Self Employed,none,1,0,1
Mazey,7614259999,4.13578E+11,26,08-05-1995,0,0,1,1,2,0,Osmanabad,Hindu,Marathi,1,IT,none,2,0,1
Ili,8187581749,3.74621E+11,69,28-09-1952,0,0,2,1,2,0,Kolhapur,Christian,Marathi,1,Social Service,none,2,1,0
Andries,8702649729,7.13219E+11,50,28-03-1972,1,0,0,1,1,0,Pune,Sikh,Kannada,1,Business,none,2,1,0
Debralee,9046183670,8.82115E+11,51,24-06-1970,0,0,3,1,2,1,Satara,Muslim,English,1,Self Employed,none,2,0,0
Banisha,7579324265,3.98926E+11,35,30-03-1987,0,0,4,1,1,1,Satara,Hindu,Odia,1,Production,none,0,0,0
Ellanie,9984595513,6.04414E+11,47,09-04-1975,0,0,7,1,1,0,Solapur,Buddhism,Hindi,0,Agriculture,none,2,0,0
Kerigan,8286431154,8.47071E+11,81,16-04-1941,0,0,5,1,2,0,Aurangabad,Hindu,Marathi,1,IT,none,0,0,1
Asusena,9978224932,2.93156E+11,49,04-04-1973,0,0,2,1,2,1,Satara,Hindu,Marathi,0,IT,Artheritis,1,1,0
Dalhart,9594091492,5.69914E+11,49,05-01-1973,1,0,6,0,1,0,Solapur,Others,Marathi,1,Unemployed,none,2,1,1
Narmon,8658386203,7.23763E+11,42,27-06-1979,1,0,6,1,1,1,Nanded,Hindu,Marathi,1,Science and Technology,Blood Pressure,2,1,1
Marijke,9837846631,2.16265E+11,40,14-05-1981,0,0,1,1,1,1,Mumbai City,Sikh,Tamil,1,Social Service,Diabetes-2,1,0,1
Wimberly,9009139133,4.91124E+11,75,01-11-1946,0,0,4,0,2,1,Bhandara,Sikh,Marathi,1,Unemployed,none,1,1,0
Maybelline,8452219744,3.53974E+11,57,19-03-1965,0,0,1,1,1,0,Osmanabad,Hindu,Odia,0,IT,none,0,0,0
Kaycie-jai,8743125798,4.56115E+11,82,18-01-1940,0,0,2,1,1,0,Amravati,Hindu,Marathi,1,IT,none,1,1,0
Zymeer,8304630927,6.25992E+11,68,13-10-1953,1,0,4,0,1,0,Chandrapur,Hindu,Marathi,1,Unemployed,Cancer,0,0,0
Kemia,9256198121,6.31372E+11,65,10-05-1956,0,0,3,1,1,0,Solapur,Jain,Marathi,1,Finance,none,0,1,0
Madeleina,7347726219,5.52101E+11,70,13-09-1951,0,0,5,1,2,0,Chandrapur,Hindu,Hindi,0,Self Employed,none,1,0,0
Christyna,8467664302,5.32614E+11,30,06-11-1991,0,0,6,0,1,0,Kolhapur,Jain,Marathi,0,Unemployed,Artheritis,1,0,0
Sudama,7998279320,8.83058E+11,68,12-12-1953,0,0,2,0,2,1,Ahmednagar,Hindu,English,1,Unemployed,none,2,0,0
Demeris,9075619072,9.07686E+11,70,09-06-1951,1,0,2,0,2,0,Dhule,Others,Kannada,1,Unemployed,other,2,1,1
